Frac Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petrophysical Details,,,,,,,Depth Details,,,,,,,,First PLT Details,,,,,,,,,,,,Second PLT Details,,,,,,,,,,,PLT Details (2021-22),,,,,,,,,,
Campaign,Well,Pad,Stage,Date of Frac,Formation,No. of Clusters,Total Holes,Max Injection Rate,Pre-Frac BH ISIP Grad,MF BH ISIP Grad,Design Proppant ,100 Mesh,40-70,20-40,16-30,Actual Proppant,Max PPA,Clean Volume,Slurry Volume,Total XL Fluid,Max HHP,Frac Pumped,Refrac,SRT,SDT,DFIT / MFO,MinFrac / Datafrac,Temp Survey,DFIT Signature (PDL/HR/Normal/Other),Transmissibility (if ACA for DFIT done),Flush called @ PPA,Remarks,Net Pay (m),Net Pay fraction (%),Stage Kh (mDM),Stage Kh fraction (%),Stage Permeability (MD),Proppant per Net pay (Actual),Remarks_2,Top of Topmost clstr (mMD),Bot of Botmost clstr (mMD),Spread of Stage,Top of Topmost clstr (mTVD),Bot of Botmost clstr (mTVD),Topmost Cluster (mTVDSS),Topmost Cluster (Northing),Topmost Cluster (Easting),Date of PLT/FGS,Water (bpd),Water Contri (%),Oil (bpd),Oil Contri (%),Gas (MSCFD),Gas Contri (%),BHP (psia),Reservoir Pressure (psia),Gas PI (SCFD/psi),No. of Contributing Clusters (during 1st PLT),First PLT Remark,Date of PLT/FGS_2,Water_2 (bpd),Water Contri_2 (%),Oil_2 (bpd),Oil Contri_2 (%),Gas_2 (MSCFD),Gas Contri_2 (%),BHP_2 (psia),Reservoir Pressure_2 (psia),Gas PI_2 (SCFD/psi),Secod PLT Remark,Date of PLT/FGS_3,Water_3 (bpd),Water Contri_3 (%),Oil_3 (bpd),Oil Contri_3 (%),Gas_3 (MSCFD),Gas Contri_3 (%),BHP_3 (psia),Reservoir Pressure_3 (psia),Gas PI_3 (SCFD/psi),PLT (2021-22) Remark
27-W,Raag-88,4,6,27/Jun/2022,Felsic,4,34,30.1,0.77,0.82,"243,341","3,178",0,"156,541","85,905","245,624 ",7.3,2469,2738,2225,,Yes,No,No,No,No,Yes,Yes,,,,,28.8,15%,1.7,8%,,"8,529",,2923.0,2976.0,53.0,2837.8,2890.0,2773.4,837761.8,2516895.4,,3.5,17.77%,49.7,13.51%,571.8,13.95%,3079,5085,284.9,4,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5085,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5085,#DIV/0!,
27-W,Raag-88,4,5,25/Jun/2022,Felsic,4,34,30.1,0.84,0.95,"266,712","6,420",0,"171,639","89,747","267,806 ",7.1,2801,3063,2465,,Yes,No,Yes,Yes,No,No,No,,,,,30.6,16%,2.1,10%,,"8,752",,2999.0,3032.2,33.2,2912.6,2945.2,2848.1,837763.0,2516881.9,,5.5,27.92%,109.1,29.65%,1198.2,29.22%,3112,5115,598.0,4,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5115,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5115,#DIV/0!,
27-W,Raag-88,4,4,24/Jun/2022,Felsic,3,34,30.0,0.96,1.17,"282,198","6,122",0,"199,005",0,"205,127 ",6.1,2445,2654,2206,,Yes,No,Yes,Yes,No,No,No,,,,,33.8,18%,8.0,37%,,"6,069",,3113.4,3177.0,63.6,3025.1,3087.7,2960.7,837767.5,2516861.5,,0.7,3.55%,6.0,1.63%,111.9,2.73%,3133,5160,55.2,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5160,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5160,#DIV/0!,
27-W,Raag-88,4,3,23/Jun/2022,Felsic,1,118,30.1,0.83,0.91,"277,191","6,159",0,"169,921","102,425","278,505 ",7.1,2844,3128,2545,,Yes,No,Yes,Yes,No,No,No,,,,,30.0,16%,2.0,9%,,"9,284",,3298.0,3304.0,6.0,3206.8,3212.7,3142.3,837768.4,2516829.1,,9.0,45.69%,191.6,52.08%,2077.1,50.66%,3192,5233,1017.7,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5233,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5233,#DIV/0!,
27-W,Raag-88,4,2,22/Jun/2022,Felsic,2,120,30.0,0.78,0.81,"326,146","6,196",0,"178,299","143,173","327,668 ",8.2,2974,3334,2723,,Yes,No,Yes,Yes,No,No,No,,,,,33.5,17%,3.7,17%,,"9,781",,3322.0,3343.0,21.0,3230.4,3251.1,3166.0,837767.7,2516825.0,,1.0,5.08%,11.5,3.13%,128.1,3.12%,3220,5242,63.4,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5242,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5242,#DIV/0!,
27-W,Raag-88,4,1,21/Jun/2022,Felsic,3,36,30.1,0.76,0.97,"308,345","6,168",0,"167,213","114,335","287,716 ",7.3,2992,3285,2641,,Yes,No,yes,yes,No,No,No,,,,,36.3,19%,4.0,19%,,"7,926",,3407.0,3435.0,28.0,3314.1,3341.7,3249.7,837765.3,2516810.5,,0.0,0.00%,0.0,0.00%,0.0,0.00%,#DIV/0!,5276,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5276,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5276,#DIV/0!,
27-W,Raag-89,5,6,02/Sep/2022,Fatehgarh,4,32,30.1,0.90,0.92,"80,593",0,0,"106,800 ",0 ,"106,800 ",5.0,1583,1681,1305,,Yes,No,Yes,Yes,No,No,No,,,,,31.9,15%,3.3,11%,,"3,353",,2951.0,3027.3,76.3,2909.8,2984.3,2849.9,835747.3,2517412.0,,0.0,0.00%,9.9,2.68%,183.5,2.97%,2752,5114,77.7,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5114,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5114,#DIV/0!,
27-W,Raag-89,5,5,01/Sep/2022,Fatehgarh + Basalt,5,35,32.2,0.75,0.76,"290,351","6,049",0,"145,783 ","135,721 ","287,553 ",8.0,2956,3221,2603,,Yes,No,Yes,Yes,No,No,Yes,,,,Post SRT Temp Log,22.1,10%,2.4,8%,,"13,011",,3060.0,3110.0,50.0,3016.0,3065.0,2956.1,835761.2,2517405.9,,0.0,0.00%,113.7,30.75%,1904.0,30.79%,2784,5156,802.7,5,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5156,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5156,#DIV/0!,
27-W,Raag-89,5,4,30/Aug/2022,Basalt,3,36,32.2,0.69,0.78,"406,382","6,123",0,"195,974 ","205,721 ","407,818 ",8.0,3681,4069,3233,,Yes,No,Yes,Yes,No,No,No,,,,,54.9,25%,6.5,22%,,"7,434",,3132.0,3167.5,35.5,3086.6,3121.5,3026.6,835766.7,2517395.7,,4.7,8.19%,136.2,36.83%,2278.0,36.83%,2805,5185,957.4,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5185,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5185,#DIV/0!,
27-W,Raag-89,5,3,29/Aug/2022,Basalt,3,120,32.2,0.73,0.89,"406,382","6,178",0,"196,789 ","204,874 ","407,841 ",8.0,3444,3860,2991,,Yes,No,Yes,Yes,No,No,No,,,,,56.2,26%,9.7,32%,,"7,252",,3231.5,3271.5,40.0,3184.3,3223.6,3124.4,835772.0,2517378.1,,4.7,8.19%,98.7,26.69%,1630.7,26.37%,2834,5224,682.4,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5224,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5224,#DIV/0!,
27-W,Raag-89,5,2,28/Aug/2022,Basalt,4,28,20.2,0.90,1.08,"176,000","6,109",0,"143,608 ","40,521 ","190,238 ",5.0,2798,2979,2454,,Yes,No,Yes,Yes,No,No,Yes,,,,Post SRT Temp log,41.3,19%,7.2,24%,,"4,606",,3299.0,3447.1,148.1,3250.6,3396.2,3190.7,835785.0,2517366.1,,48.0,83.62%,11.3,3.06%,188.3,3.04%,2899,5250,80.1,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5250,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5250,#DIV/0!,
27-W,Raag-89,5,1,21/Aug/2022,T1 Base + Felsic,4,27,32.1,0.77,1.05,"243,515","3,007",0,"184,565 ",0 ,"187,572 ",4.0,2686,2859,2371,,Yes,No,Yes,Yes,No,No,No,,,,,9.3,4%,1.3,4%,,"20,169",,3475.5,3503.2,27.7,3424.1,3451.4,3364.2,835788.7,2517336.6,,0.0,0.00%,0.0,0.00%,0.0,0.00%,#DIV/0!,5320,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5320,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5320,#DIV/0!,
27-W,Raag-90,4,7,27/Jun/2022,Fatehgarh,3,36,32.1,0.96,1.12,"307,005","6,394",0,"176,822","125,381","308,597 ",8.1,2933,3227,2589,,Yes,No,Yes,Yes,No,No,No,,,,,31.2,13%,6.2,13%,,"9,891",,3098.8,3118.6,19.8,2843.2,2863.0,2778.7,838755.7,2517952.9,,0.0,0.00%,10.6,5.53%,277.4,5.67%,2497,5087,107.1,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5087,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5087,#DIV/0!,
27-W,Raag-90,4,6,26/Jun/2022,Basalt,4,36,30.2,1.05,1.11,"402,658","6,176",0,"198,399","199,372","403,947 ",8.3,3628,4012,3172,,Yes,No,No,No,No,Yes,Yes,,,,,46.5,20%,15.4,31%,,"8,687",,3146.5,3202.0,55.5,2890.1,2944.5,2825.6,838771.5,2517953.3,,0.0,0.00%,67.3,35.11%,1716.5,35.08%,2513,5106,661.8,4,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5106,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5106,#DIV/0!,
27-W,Raag-90,4,5,25/Jun/2022,Basalt,3,26,25.1,0.92,1.20,"184,013","3,136",0,"126,187","55,556","184,879 ",5.1,2185,2387,1920,,Yes,No,Yes,Yes,No,No,No,,,,,14.8,6%,4.6,9%,,"12,492",,3220.0,3236.8,16.8,2962.0,2978.2,2897.4,838780.3,2517950.9,,0.0,0.00%,33.5,17.48%,837.3,17.11%,2538,5135,322.4,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5135,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5135,#DIV/0!,
27-W,Raag-90,4,4,24/Jun/2022,basalt,2,36,30.1,0.94,0.95,"325,852","6,259",0,"205,787","114,062","326,108 ",7.2,3135,3469,2773,,Yes,No,Yes,Yes,No,No,No,,,,,35.8,15%,9.9,20%,,"9,109",,3330.0,3355.1,25.1,3066.4,3090.7,3002.0,838815.8,2517950.3,,0.0,0.00%,31.5,16.43%,797.5,16.30%,2562,5177,305.0,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5177,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5177,#DIV/0!,
27-W,Raag-90,4,3,23/Jun/2022,Felsic,4,34,30.0,0.86,0.91,"326,045","6,215",0,"181,247","141,494","328,956 ",7.3,3236,3597,2868,,Yes,No,Yes,Yes,No,No,No,,,,,35.2,15%,4.1,8%,,"9,345",,3377.0,3453.3,76.3,3112.1,3187.3,3047.6,838832.3,2517956.7,,0.0,0.00%,21.2,11.06%,546.8,11.17%,2596,5195,210.4,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5195,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5195,#DIV/0!,
27-W,Raag-90,4,2,22/Jun/2022,Felsic,2,118,30.1,0.76,0.92,"407,903","6,263",0,"206,174","197,347","409,784 ",8.2,3435,3884,3065,,Yes,No,Yes,Yes,No,No,No,,,,,46.0,20%,4.6,9%,,"8,908",,3490.0,3504.0,14.0,3234.2,3347.7,3158.8,838838.6,2517963.0,,165.0,92.13%,24.7,12.88%,651.2,13.31%,2671,5244,253.1,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5244,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5244,#DIV/0!,
27-W,Raag-90,4,1,20/Jun/2022,Felsic,2,118,20.7,0.86,1.15,"230,241","3,100",0,"147,969","64,300","215,369 ",5.2,2621,2840,2342,,Yes,No,Yes,Yes,No,No,No,,,,,23.7,10%,4.8,10%,,"9,087",,3613.5,3635.0,21.5,3344.8,3366.0,3280.3,838856.8,2517978.3,,14.1,7.87%,2.9,1.51%,66.9,1.37%,2699,5288,25.8,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5288,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5288,#DIV/0!,
27-W,Raag-91,5,6,20/Aug/2022,Fatehgarh,5,36,0.0,0.63,0.00,0,0,0,0 ,0 ,0 ,0.0,0,,0,,No,No,Yes,Yes,No,No,No,,,,This stage was dropped due to high declline post SRT,,0%,,0%,,#DIV/0!,,2970.0,3017.5,47.5,2849.0,2896.5,2788.8,835784.2,2518381.6,,0.0,0.00%,0.0,#DIV/0!,0.0,0.00%,3173,5090,0.0,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5090,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5090,#DIV/0!,
27-W,Raag-91,5,5,19/Aug/2022,Fathegarh+Basalt,6,36,30.1,0.83,0.97,"276,010","6,288",0,"155,740 ","115,676 ","277,704 ",8.0,2926,3231,2476,,Yes,No,No,No,No,Yes,Yes,,,,Post SRT Temp Survey,30.5,17%,7.1,20%,,"9,105",,3061.0,3135.7,74.7,2914.0,3014.6,2879.8,835784.2,2518381.5,,3.0,2.65%,0.0,#DIV/0!,1.6,48.43%,3232,5116,0.9,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5116,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5116,#DIV/0!,
27-W,Raag-91,5,4,17/Aug/2022,Basalt,5,36,32.3,0.78,0.89,"292,386","6,166",0,"165,464 ","122,582 ","294,212 ",8.0,2940,3229,2666,,Yes,No,Yes,Yes,No,Yes,Yes,,,,Post Datafrac Temp Survey,38.0,22%,7.5,22%,,"7,742",,3175.5,3240.7,65.2,3054.5,3119.7,2994.3,835784.2,2518381.3,,5.0,4.42%,0.0,#DIV/0!,0.3,9.23%,3349,5172,0.2,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5172,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5172,#DIV/0!,
27-W,Raag-91,5,3,15/Aug/2022,Basalt,5,36,30.1,0.79,0.81,"311,932","6,164",0,"178,864 ","128,472 ","313,500 ",8.0,3271,3579,2816,,Yes,No,Yes,Yes,No,No,No,,,,,40.5,23%,6.3,18%,,"7,741",,3266.6,3327.5,60.9,3145.6,3206.5,3085.4,835784.1,2518381.2,,27.0,23.89%,0.0,#DIV/0!,0.5,13.52%,3461,5208,0.3,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5208,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5208,#DIV/0!,
27-W,Raag-91,5,2,14/Aug/2022,Basalt,4,36,30.0,0.86,0.82,"250,022","6,142",0,"167,078 ","78,196 ","251,416 ",7.0,2927,3203,2465,,Yes,No,Yes,Yes,No,No,No,,,,,24.9,14%,6.7,19%,,"10,097",,3362.0,3399.9,37.9,3241.0,3278.9,3180.8,835784.1,2518381.1,,54.0,47.79%,0.0,#DIV/0!,0.7,20.08%,3569,5246,0.4,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5246,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5246,#DIV/0!,
27-W,Raag-91,5,1,12/Aug/2022,T1 Base + Felsic,5,34,30.1,0.74,0.76,"311,932","6,207",0,"182,093 ","125,101 ","313,401 ",8.0,3340,3648,2881,,Yes,No,Yes,Yes,No,No,Yes,,,,Post MF temp survey,41.2,24%,7.4,21%,,"7,607",,3443.4,3519.0,75.6,3322.4,3398.0,3262.2,835784.0,2518381.3,,24.0,21.24%,0.0,#DIV/0!,0.3,8.74%,3667,5279,0.2,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5279,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5279,#DIV/0!,
27-W,Raag-92,5,8,25/Aug/2022,Fatehgarh,5,25,34.1,0.81,0.85,"201,092","3,139",0,"113,206 ","85,496 ","201,841 ",7.0,2349,2535,2059,,Yes,No,Yes,Yes,No,No,Yes,,,,Post SRT Temp Survey. Bad data received on surface,26.8,12%,6.1,16%,,"7,531",,2860.0,2907.5,47.5,2786.0,2833.5,2726.6,835963.4,2517809.3,,0.0,0.00%,62.0,23.75%,646.0,15.53%,2279,5064,231.9,5,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5064,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5064,#DIV/0!,
27-W,Raag-92,5,7,23/Aug/2022,Fatehgarh,4,26,30.0,0.75,0.81,"205,641","3,157",0,"123,505 ","79,478 ","206,140 ",6.0,2104,2301,1895,,Yes,No,Yes,Yes,No,No,No,,,,,28.2,12%,7.4,20%,,"7,310",,2926.2,2957.6,31.4,2852.2,2883.6,2792.8,835963.4,2517809.3,,0.0,0.00%,28.0,10.73%,477.0,11.47%,2299,5091,170.9,4,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5091,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5091,#DIV/0!,
27-W,Raag-92,5,6,22/Aug/2022,Basalt,3,34,30.0,0.72,0.74,"160,733",0,0,"116,370 ","45,622 ","161,992 ",6.0,2084,2238,1738,,Yes,No,Yes,Yes,No,No,No,,,,,26.5,12%,4.0,10%,,"6,113",,3016.6,3036.5,19.9,2942.6,2962.5,2883.2,835963.4,2517809.3,,0.0,0.00%,9.0,3.45%,119.0,2.86%,2327,5127,42.5,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5127,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5127,#DIV/0!,
27-W,Raag-92,5,5,21/Aug/2022,Basalt,4,38,0.0,0.71,0.00,,0,0,0 ,0 ,0 ,0.0,0,0,0,,No,No,Yes,Yes,No,No,No,,,,MF job was canceled after pumping SRT with LG due to extremely low pressures,,0%,,0%,,#DIV/0!,,3054.8,3082.0,27.2,2980.8,3008.0,2921.4,835963.4,2517809.3,,0.0,0.00%,0.0,0.00%,0.0,0.00%,2338,5142,0.0,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5142,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5142,#DIV/0!,
27-W,Raag-92,5,4,20/Aug/2022,Basalt,4,34,30.0,0.75,0.71,"127,015","2,974",0,"104,781 ","19,951 ","127,706 ",5.0,2090,2204,1791,,Yes,No,Yes,Yes,No,No,No,,,,,17.7,8%,3.4,9%,,"7,215",,3113.8,3156.0,42.2,3039.8,3082.0,2980.4,835963.4,2517809.3,,0.0,0.00%,0.0,0.00%,0.0,0.00%,2357,5166,0.0,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5166,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5166,#DIV/0!,
27-W,Raag-92,5,3,19/Aug/2022,T1 Base,2,28,25.0,0.79,0.88,"248,135","3,321",0,"171,718 ","74,446 ","249,485 ",7.0,2444,2689,2136,,Yes,No,Yes,Yes,No,No,No,,,,,35.9,16%,5.4,14%,,"6,949",,3205.0,3221.8,16.8,3131.0,3147.8,3071.6,835963.4,2517809.3,,0.0,0.00%,79.0,30.27%,1181.0,28.40%,2388,5202,419.6,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5202,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5202,#DIV/0!,
27-W,Raag-92,5,2,18/Aug/2022,T1 Base,3,36,30.2,0.74,0.82,"305,577","6,117",0,"172,324 ","128,186 ","306,627 ",8.0,2905,3241,2650,,Yes,No,Yes,Yes,No,No,No,,,,,44.3,19%,7.6,20%,,"6,922",,3244.0,3268.5,24.5,3170.0,3194.5,3110.6,835963.4,2517809.3,,85.0,68.55%,63.0,24.14%,1002.0,24.09%,2404,5218,356.1,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5218,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5218,#DIV/0!,
27-W,Raag-92,5,1,17/Aug/2022,Felsic,6,37,32.1,0.73,0.81,"357,359","6,161",0,"173,151 ","179,736 ","359,048 ",8.0,3336,3730,2983,,Yes,No,Yes,Yes,No,No,Yes,,,,Post MF Temp Survey,50.6,22%,4.0,11%,,"7,096",,3287.0,3392.9,105.9,3213.0,3318.9,3153.6,835963.4,2517809.3,,39.0,31.45%,20.0,7.66%,734.0,17.65%,2426,5235,261.3,5,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5235,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5235,#DIV/0!,
27-W,Raag-93,5,9,15/Aug/2022,Fatehgarh,3,30,30.1,0.76,0.83,"174,111","3,079",0,"115,315 ","57,279 ","175,673 ",6.0,2148,2340,1943,,Yes,No,Yes,Yes,No,No,No,,,,,18.6,6%,4.2,7%,,"9,445",,3096.5,3126.2,29.7,2805.5,2835.2,2745.2,836591.1,2517602.1,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5072,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5072,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5072,#DIV/0!,
27-W,Raag-93,5,8,14/Aug/2022,Fatehgarh,5,36,32.1,0.78,0.85,"205,898","3,065",0,"117,867 ","86,290 ","207,222 ",6.0,2275,2479,2025,,Yes,No,No,No,No,Yes,No,,,,,16.0,5%,2.9,5%,,"12,951",,3149.0,3215.2,66.2,2858.0,2924.2,2797.7,836591.0,2517602.1,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5093,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5093,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5093,#DIV/0!,
27-W,Raag-93,5,7,13/Aug/2022,Basalt,5,34,32.1,0.72,0.76,"405,303","6,386",0,"197,026 ","203,373 ","406,785 ",8.0,3642,4042,3187,,Yes,No,No,No,No,Yes,Yes,,,,Post Datafrac Temp Survey,61.4,19%,12.9,23%,,"6,625",,3247.0,3314.8,67.8,2956.0,3023.8,2895.7,836591.0,2517602.0,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5132,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5132,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5132,#DIV/0!,
27-W,Raag-93,5,6,11/Aug/2022,T1 Base,3,35,30.1,0.73,0.75,"384,627","6,228",0,"194,104 ","186,308 ","386,640 ",8.0,3345,3725,3084,,Yes,No,Yes,Yes,No,No,No,,,,,57.6,18%,9.5,17%,,"6,713",,3360.0,3404.0,44.0,3069.0,3113.0,3008.7,836591.0,2517602.0,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5178,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5178,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5178,#DIV/0!,
27-W,Raag-93,5,5,10/Aug/2022,T1 Base,4,28,25.0,0.70,0.72,"153,540","3,129",0,"113,717 ","37,501 ","154,347 ",5.0,2004,2173,1740,,Yes,No,Yes,Yes,No,No,No,,,,,22.1,7%,3.6,6%,,"6,984",,3422.4,3446.0,23.6,3131.4,3155.0,3071.1,836591.1,2517602.0,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5203,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5203,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5203,#DIV/0!,
